,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,type,city,costfor2
2746,1,0,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",Delivery,Basavanagudi,400.0
2747,1,1,4.2,150,Banashankari,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",Delivery,Basavanagudi,600.0
2748,1,0,3.0,290,Banashankari,Quick Bites,"Chicken Grill, Biryani, Roti, Chicken Masala","North Indian, Chinese, Biryani, Kebab",Delivery,Basavanagudi,450.0
2751,1,0,4.4,356,Jayanagar,Dessert Parlor,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake","Desserts, Beverages",Delivery,Basavanagudi,400.0
2752,1,0,4.2,249,Jayanagar,Dessert Parlor,"Choco Blast Waffles, Coffee, Nitrogen Ice Cream, Brownie Sundae, Nutella Waffle, Kitkat Waffles, Brownie Waffle","Desserts, Beverages",Delivery,Basavanagudi,300.0
2753,1,0,3.8,82,BTM,Quick Bites,"Burgers, Fries, Wood Fire Pizza","Burger, Pizza, Fast Food",Delivery,Basavanagudi,1000.0
2754,1,0,3.9,91,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",Delivery,Basavanagudi,300.0
2756,1,0,3.8,164,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",Delivery,Basavanagudi,600.0
2762,1,0,3.5,179,Banashankari,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",Delivery,Basavanagudi,600.0
2764,1,0,3.9,153,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",Delivery,Basavanagudi,400.0
2765,1,0,3.5,79,Jayanagar,Casual Dining,"Biryani, Fried Rice Chicken","Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",Delivery,Basavanagudi,600.0
2766,1,0,4.1,558,Basavanagudi,Quick Bites,"Benne Dosa, Mirchi Bajji, Filter Coffee, Poha, Tea, Butter Dosa, Crispy Dosa",South Indian,Delivery,Basavanagudi,150.0
2767,1,0,4.0,197,Banashankari,Dessert Parlor,"Brownie, Belgium Chocolate, Tiramisu, Ice Cream Sundae",Desserts,Delivery,Basavanagudi,300.0
2768,1,1,4.3,1129,Jayanagar,Casual Dining,"Pizza, Pasta, Salads, Calamari, Ravioli, Pumpkin Soup, Wine","Italian, Salad",Delivery,Basavanagudi,1300.0
2771,1,0,4.0,89,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",Delivery,Basavanagudi,200.0
2773,1,0,2.8,45,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",Delivery,Basavanagudi,800.0
2775,1,0,3.7,54,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",Delivery,Basavanagudi,600.0
2777,1,1,4.1,442,Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza",Delivery,Basavanagudi,1200.0
2780,1,0,3.7002620003365108,0,Jayanagar,Casual Dining,"Pizza, Momos, Brownie, Pasta, Nachos, Waffles, Onion Rings","Asian, Chinese, Continental, Italian",Delivery,Basavanagudi,800.0
2782,1,0,4.4,659,Jayanagar,"Beverage Shop, Quick Bites","Paneer Sandwich, Sandwiches, Burgers, Momos, Maggi, Ferrero Rocher Shake, Thick Shakes","Beverages, Fast Food",Delivery,Basavanagudi,600.0
2784,1,0,4.2,261,Jayanagar,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries","Cafe, Continental, Beverages",Delivery,Basavanagudi,700.0
2786,1,0,4.1,176,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",Delivery,Basavanagudi,800.0
2788,1,0,3.8,61,Basavanagudi,Quick Bites,"Sugarcane Juice, Popcorn",Juices,Delivery,Basavanagudi,100.0
2789,1,0,3.8,75,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",Delivery,Basavanagudi,200.0
2790,1,1,4.5,1872,BTM,Cafe,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta","Cafe, Continental, Burger",Delivery,Basavanagudi,900.0
2792,1,0,4.1,30,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",Delivery,Basavanagudi,100.0
2793,1,0,3.6,105,Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,Delivery,Basavanagudi,700.0
2794,1,0,3.8,74,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",Delivery,Basavanagudi,300.0
2795,1,0,4.0,136,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",Delivery,Basavanagudi,350.0
2796,1,0,3.7,71,Jayanagar,Casual Dining,"Chicken Grill, Ghee Rice","North Indian, Chinese, Biryani",Delivery,Basavanagudi,450.0
2797,1,0,3.9,178,JP Nagar,Dessert Parlor,"Waffles, Nutella Pancakes, Nutella Waffle, Mexican Fries, Chocolate Overload, Chocolate Fondue, Ferrero Rocher",Desserts,Delivery,Basavanagudi,400.0
2800,1,0,3.9,233,Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",Delivery,Basavanagudi,800.0
2805,1,0,2.7,97,Basavanagudi,Casual Dining,Masala Dosa,"South Indian, Fast Food, Street Food",Delivery,Basavanagudi,400.0
2808,1,0,3.8,144,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",Delivery,Basavanagudi,700.0
2809,1,0,2.8,137,BTM,Quick Bites,"Kachori, Indori Poha, Cheese Paratha, Paneer Parantha, Thali, Poha Jalebi","North Indian, Street Food",Delivery,Basavanagudi,300.0
2810,1,1,4.1,970,Jayanagar,"Microbrewery, Casual Dining","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","North Indian, Continental, Finger Food, American, Asian",Delivery,Basavanagudi,1500.0
2812,1,0,3.9,135,Banashankari,Casual Dining,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",Delivery,Basavanagudi,800.0
2817,1,0,3.7,514,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",Delivery,Basavanagudi,600.0
2818,1,0,3.9,914,JP Nagar,Bar,"Beer, Momos, Pizza, Coffee, Dragon Chicken, Hot Pot, Mocktails","North Indian, Chinese, Pizza, BBQ",Delivery,Basavanagudi,1000.0
2820,1,0,2.9,177,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",Delivery,Basavanagudi,700.0
2821,1,0,3.9,157,Wilson Garden,Casual Dining,"Manchow Soup, Shawarma, Momos, Hyderabadi Biryani, Vegetarian, Noodles, Dragon Chicken","North Indian, Chinese",Delivery,Basavanagudi,450.0
2823,1,0,3.9,70,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",Delivery,Basavanagudi,400.0
2824,1,0,3.9,247,Jayanagar,Cafe,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries","Cafe, Continental, Italian, Burger",Delivery,Basavanagudi,400.0
2826,1,0,3.6,62,Banashankari,"Quick Bites, Cafe","Pasta, Iced Tea","Italian, Fast Food, Cafe, European",Delivery,Basavanagudi,600.0
2830,1,0,3.0,57,Jayanagar,Quick Bites,"Lassi, Chai, Paratha","North Indian, Fast Food, Beverages, Momos",Delivery,Basavanagudi,400.0
2836,1,0,4.1,204,Jayanagar,Dessert Parlor,"Choco Hazelnut, Belgian Chocolate, Strawberry Sorbet, Mango Sorbet, Mango Cheesecake, Mojito, Belgium Chocolate","Ice Cream, Desserts",Delivery,Basavanagudi,300.0
2838,1,0,3.9,519,Banashankari,Casual Dining,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb","Chinese, Momos, Thai, Vietnamese",Delivery,Basavanagudi,900.0
2844,1,0,4.1,119,JP Nagar,Casual Dining,"Hot Chocolate, Masala Lemonade, Gourmet Pizza, Nutella Pizza, Jalapeno Poppers, Thin Crust Pizza, Wood Fire Pizza","Pizza, Salad",Delivery,Basavanagudi,800.0
2846,1,0,4.1,130,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",Delivery,Basavanagudi,650.0
2848,1,0,2.6,208,JP Nagar,Casual Dining,"Curd Rice, Pongal, Coffee, Thali, Noodles, Pav Bhaji, Masala Dosa","Chinese, South Indian, North Indian",Delivery,Basavanagudi,650.0
2849,1,1,4.0,349,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",Delivery,Basavanagudi,1200.0
2850,1,0,3.3,128,Banashankari,Quick Bites,"Lassi, Panneer Butter Masala, Paratha, Thali","North Indian, Chinese",Delivery,Basavanagudi,300.0
2852,1,0,4.0,1778,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",Delivery,Basavanagudi,200.0
2855,0,0,4.1,279,Basavanagudi,Quick Bites,"Chocolate Sandwich, Corn Sandwich, Chocolate Sandwiches, Lassi, Chilli Cheese, Chaat, Panipuri","Fast Food, Street Food",Delivery,Basavanagudi,200.0
2856,1,0,3.8,469,Basavanagudi,Casual Dining,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti","North Indian, Chinese, Beverages",Delivery,Basavanagudi,750.0
2860,1,0,4.3,322,Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,Delivery,Basavanagudi,400.0
2864,1,0,3.8,90,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,Delivery,Basavanagudi,650.0
2866,1,0,3.6,81,Shanti Nagar,Casual Dining,"Mutton Biryani, Noodles, Butter Chicken, Naan, Panneer Butter Masala","North Indian, Chinese",Delivery,Basavanagudi,500.0
2868,1,0,3.9,214,BTM,Casual Dining,"Biryani, Masala Papad, Chicken Grill, Dragon Chicken, Paratha, Roti, Chicken Curry","North Indian, Chinese, Fast Food",Delivery,Basavanagudi,400.0
2869,1,0,4.3,316,Basavanagudi,Quick Bites,"Kharabath, Filter Coffee, Idli Vada, Crispy Vada, Kesari Bath, Hot Coffee, Tea",South Indian,Delivery,Basavanagudi,100.0
2870,1,0,3.5,56,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",Delivery,Basavanagudi,400.0
2871,1,0,2.6,157,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",Delivery,Basavanagudi,450.0
2875,1,1,4.1,553,Jayanagar,Casual Dining,"Pasta, Pizza, Nachos, Tiramisu, Peri Peri Fries, Mexican Bowl, Mocktails","Italian, Mexican",Delivery,Basavanagudi,900.0
2880,1,0,3.9,126,Jayanagar,Quick Bites,Coffee,"South Indian, North Indian, Chinese",Delivery,Basavanagudi,400.0
2881,1,1,4.1,1403,JP Nagar,"Casual Dining, Pub","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer","North Indian, Continental",Delivery,Basavanagudi,1100.0
2882,1,0,3.0,213,Banashankari,Quick Bites,"Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood",Delivery,Basavanagudi,400.0
2890,1,0,2.8,102,Bannerghatta Road,Quick Bites,"Roti, Chicken Biryani","North Indian, Chinese",Delivery,Basavanagudi,350.0
2891,1,0,3.7,178,BTM,Quick Bites,"Tandoori Chicken, Butter Chicken, Tandoori Roti, Bhindi Masala, Paratha, Dal Makhani","North Indian, Chinese",Delivery,Basavanagudi,400.0
2892,1,0,3.8,527,Basavanagudi,Casual Dining,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",North Indian,Delivery,Basavanagudi,500.0
2894,1,0,4.6,228,Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Bruschetta Bites, Sandwich","Cafe, Beverages",Delivery,Basavanagudi,400.0
2895,1,0,3.7,158,Jayanagar,Casual Dining,"Roti, Vegetable Biryani, Chicken Biryani","Biryani, Chinese, North Indian",Delivery,Basavanagudi,700.0
2897,1,0,4.0,308,Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",Delivery,Basavanagudi,750.0
2898,0,0,3.8,148,Basavanagudi,"Casual Dining, Cafe","Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda","North Indian, Cafe, Chinese, Fast Food",Delivery,Basavanagudi,550.0
2899,1,0,3.9,388,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",Delivery,Basavanagudi,650.0
2900,1,0,3.8,70,Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",Delivery,Basavanagudi,200.0
2902,1,0,3.8,42,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",Delivery,Basavanagudi,300.0
2903,1,0,3.9,144,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",Delivery,Basavanagudi,550.0
2904,1,0,3.6,34,JP Nagar,Dessert Parlor,"Prompt Service, Friendly Staff","Ice Cream, Desserts",Delivery,Basavanagudi,300.0
2907,1,0,4.0,507,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages",Delivery,Basavanagudi,1000.0
2908,1,0,3.7,133,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",Delivery,Basavanagudi,700.0
2909,1,1,3.9,886,JP Nagar,Casual Dining,"Thali, Kadhi, Malpua, Khichda, Dahi Vada, Dal Bati Churma, Rabri",North Indian,Delivery,Basavanagudi,900.0
2910,1,0,3.6,129,Banashankari,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",Delivery,Basavanagudi,600.0
2914,1,0,3.8,74,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian",Delivery,Basavanagudi,1000.0
2915,1,0,4.1,216,Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",Delivery,Basavanagudi,500.0
2918,1,0,4.4,181,Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",Delivery,Basavanagudi,250.0
2920,1,0,3.9,888,Banashankari,Casual Dining,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices",Delivery,Basavanagudi,750.0
2922,1,0,3.9,84,Jayanagar,Sweet Shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",Delivery,Basavanagudi,400.0
2924,1,0,3.8,160,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",Delivery,Basavanagudi,700.0
2925,1,1,4.2,1901,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",Delivery,Basavanagudi,800.0
2928,1,0,3.9,314,Jayanagar,Quick Bites,"Vada Pav, Misal Pav, Sabudana Vada, Dabeli, Pav Bhaji, Sabudana Khichdi, Lassi","Street Food, Maharashtrian",Delivery,Basavanagudi,300.0
2929,1,0,3.6,143,Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",Delivery,Basavanagudi,750.0
2931,1,0,3.8,286,Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,Delivery,Basavanagudi,600.0
2932,1,0,4.1,739,JP Nagar,Delivery,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala","Chinese, North Indian",Delivery,Basavanagudi,500.0
2934,1,0,2.5,35,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,Delivery,Basavanagudi,200.0
2937,1,1,4.2,237,JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",Delivery,Basavanagudi,600.0
2938,1,1,4.1,1875,Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai",Delivery,Basavanagudi,1200.0
2940,1,1,3.8,361,Jayanagar,Casual Dining,"Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun","Biryani, North Indian, Chinese, Rajasthani",Delivery,Basavanagudi,600.0
2942,1,1,4.3,548,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab",Delivery,Basavanagudi,1200.0
2943,1,0,4.1,787,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",Delivery,Basavanagudi,800.0
2944,0,0,4.1,428,Basavanagudi,Casual Dining,"Chaap, Matka Lassi, Paneer Tikka, Dal Makhani, Chole Kulche, Paneer Kulcha, Paratha","North Indian, Street Food",Delivery,Basavanagudi,1000.0
2945,1,0,3.9,101,Basavanagudi,Quick Bites,"Sweet Pongal, Curd Rice",South Indian,Delivery,Basavanagudi,150.0
2947,1,0,4.2,150,Jayanagar,Casual Dining,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha",North Indian,Delivery,Basavanagudi,800.0
2949,1,0,4.2,2353,JP Nagar,Casual Dining,"Egg Chilli, Chilli Babycorn, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken",North Indian,Delivery,Basavanagudi,800.0
2950,1,0,2.5,247,Banashankari,Casual Dining,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",North Indian,Delivery,Basavanagudi,500.0
2951,0,0,3.7,217,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",Delivery,Basavanagudi,450.0
2952,1,1,4.3,881,Jayanagar,Casual Dining,"Momos, Kimchi, Veg Hakka Noodles, Dumplings, Vanilla Ice Cream, Spring Roll, Pan Fried Noodles","Chinese, Momos",Delivery,Basavanagudi,1700.0
2953,1,0,4.0,232,Jayanagar,Quick Bites,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",Delivery,Basavanagudi,400.0
2955,1,0,4.0,116,JP Nagar,Casual Dining,"Manchow Soup, Noodles, Dragon Rolls, Honey Chilli Potatoes, Spring Roll","Chinese, Thai",Delivery,Basavanagudi,400.0
2956,1,0,2.6,72,Basavanagudi,Quick Bites,"Butter Naan, Buttermilk, Jowar Roti, Panneer Butter Masala","South Indian, North Indian, Chinese",Delivery,Basavanagudi,300.0
2959,0,0,3.9,206,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",Delivery,Basavanagudi,450.0
2960,1,0,4.1,90,Jayanagar,Quick Bites,"Benne Dosa, Idli, Coffee",South Indian,Delivery,Basavanagudi,100.0
2961,1,0,3.4,58,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",Delivery,Basavanagudi,400.0
2964,0,0,3.8,148,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",Delivery,Basavanagudi,150.0
2965,1,0,3.9,221,Jayanagar,Casual Dining,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",Chinese,Delivery,Basavanagudi,700.0
2966,1,1,4.1,775,Banashankari,Casual Dining,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese",Delivery,Basavanagudi,800.0
2969,1,1,3.5,431,Jayanagar,Casual Dining,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",North Indian,Delivery,Basavanagudi,800.0
2970,1,1,3.8,584,Jayanagar,Casual Dining,"Spring Roll, Tomato Soup, Mocktails, Sweet Corn Soup, Gulab Jamun, Roti, Paneer Tikka","North Indian, Mughlai, Biryani",Delivery,Basavanagudi,1200.0
2986,1,0,4.0,232,Basavanagudi,Casual Dining,"Paneer Tikka, Masala Papad, Garlic Naan","North Indian, Chinese",Delivery,Basavanagudi,750.0
2989,1,0,4.1,449,Basavanagudi,Quick Bites,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",Street Food,Delivery,Basavanagudi,100.0
2992,1,0,3.9,200,JP Nagar,Quick Bites,"Sea Food, Neer Dosa, Fish, Crab Sukha, Biryani, Chicken Thali, Chicken Meal","Mangalorean, North Indian, Chinese, Seafood",Delivery,Basavanagudi,400.0
2995,1,1,4.0,866,Jayanagar,Casual Dining,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental",Delivery,Basavanagudi,900.0
2996,1,0,3.8,412,Jayanagar,Casual Dining,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken","Andhra, Seafood, North Indian, Chinese",Delivery,Basavanagudi,700.0
2997,1,0,3.7,117,JP Nagar,Quick Bites,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",North Indian,Delivery,Basavanagudi,150.0
2999,1,1,4.1,2339,Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ",Delivery,Basavanagudi,1500.0
3000,1,1,4.1,353,Richmond Road,Casual Dining,"Neer Dosa, Fish, Murgh Ghee Roast, Appam, Chicken Sukha, Crab Masala, Chicken Biryani","South Indian, Andhra, Chinese",Delivery,Basavanagudi,1200.0
3001,1,0,3.2,96,Kumaraswamy Layout,Quick Bites,"Paratha, Lassi, Manchurian, Thali",North Indian,Delivery,Basavanagudi,400.0
3002,1,0,3.9,543,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",Delivery,Basavanagudi,300.0
3003,1,1,4.0,633,Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",Delivery,Basavanagudi,800.0
3005,1,1,4.2,815,Jayanagar,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",Delivery,Basavanagudi,900.0
3006,1,0,3.7,59,Banashankari,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",Delivery,Basavanagudi,200.0
3007,1,1,4.2,2022,Jayanagar,Casual Dining,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian",Delivery,Basavanagudi,1000.0
3009,1,0,4.1,179,Shanti Nagar,Casual Dining,"Neer Dosa, Murgh Ghee Roast, Thali, Sea Food, Prawn Biryani, Chicken Biryani, Fish","Seafood, Mangalorean, South Indian",Delivery,Basavanagudi,600.0
3012,1,1,3.9,142,Jayanagar,Casual Dining,"Murgh Ghee Roast, Fish Fry, Ghee Roast Paneer, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian",Delivery,Basavanagudi,1000.0
3013,1,0,4.2,185,BTM,Mess,"Lemon Chicken, Hyderabadi Biryani, Chicken Biryani, Chicken Fry, Andhra Meal, Thali, French Chicken","North Indian, Chinese, Biryani",Delivery,Basavanagudi,300.0
3015,1,1,4.4,1224,Jayanagar,Casual Dining,"Pasta, Salads, Mocktails, Paneer Tikka, Biryani, Falafel, Naan","North Indian, Italian",Delivery,Basavanagudi,1000.0
3017,1,0,4.3,275,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,Delivery,Basavanagudi,100.0
3020,1,0,3.8,280,Jayanagar,Casual Dining,"Raita, Chicken Curry, Fish, Mutton Biryani, Beer, Chicken Guntur, Chicken Biryani","Biryani, North Indian, Andhra",Delivery,Basavanagudi,800.0
3021,1,0,3.8,122,Jayanagar,Casual Dining,"Sea Food, Biryani, Fish Thali, Neer Dosa, Murgh Ghee Roast","Mangalorean, Seafood",Delivery,Basavanagudi,700.0
3022,1,1,3.8,560,JP Nagar,Casual Dining,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",North Indian,Delivery,Basavanagudi,800.0
3023,1,0,2.9,62,Jayanagar,"Quick Bites, Cafe","Coffee, Cappuccino","Chinese, Fast Food, Cafe",Delivery,Basavanagudi,650.0
